t_s,theta_total_rad,theta_force_rad,theta_therm_rad,theta_bruit_rad,theta_filtre_rad,commande
0.0000,-9.9627100811e-06,0.0000000000e+00,-6.5844622929e-07,-9.3042638518e-06,-1.0624618947e-03,1
1.0000,-5.0414483991e-06,2.1008150338e-07,-6.2994933715e-07,-4.6215805653e-06,-9.8588549796e-04,1
2.0000,-8.6171157279e-07,8.4029882040e-07,-6.0157458926e-07,-1.1004358039e-06,-9.0929641870e-04,1
3.0000,2.2679538562e-06,1.8905985593e-06,-5.7332152928e-07,9.5067682612e-07,-8.3269619231e-04,1
4.0000,4.5058695986e-06,3.3609105278e-06,-5.4518970111e-07,1.6901487719e-06,-7.5608635420e-04,1
5.0000,6.3048546321e-06,5.2511477361e-06,-5.1717864875e-07,1.5708855448e-06,-6.7946843984e-04,1
6.0000,8.1784192015e-06,7.5612064004e-06,-4.8928791626e-07,1.1065007174e-06,-6.0284398473e-04,1
7.0000,1.0502193254e-05,1.0290965947e-05,-4.6151704770e-07,6.7274435427e-07,-5.2621452434e-04,1
8.0000,1.3441531289e-05,1.3440289019e-05,-4.3386558708e-07,4.3510785711e-07,-4.4958159411e-04,1
9.0001,1.7021180608e-05,1.7009021476e-05,-4.0633307843e-07,4.1849221010e-07,-3.7294672941e-04,1
10.0001,2.1191021747e-05,2.0996992408e-05,-3.7891906582e-07,5.7294840560e-07,-2.9631146550e-04,1
11.0001,2.5863945406e-05,2.5404014132e-05,-3.5162309346e-07,8.1155436814e-07,-2.1967733752e-04,1
12.0001,3.0947645827e-05,3.0229882207e-05,-3.2444470580e-07,1.0422083259e-06,-1.4304588044e-04,1
13.0001,3.6352917662e-05,3.5474375438e-05,-2.9738344772e-07,1.1759256724e-06,-6.6418629017e-05,1
14.0001,4.2023935909e-05,4.1137255880e-05,-2.7043886451e-07,1.1571188931e-06,1.0202882186e-05,1
15.0001,4.7996957586e-05,4.7218268854e-05,-2.4361050190e-07,1.0222992339e-06,8.6817118883e-05,1
16.0001,5.4377753463e-05,5.3717142947e-05,-2.1689790598e-07,8.7750842212e-07,1.6342254707e-04,1
17.0001,6.1244878392e-05,6.0633590030e-05,-1.9030062336e-07,8.0158898583e-07,2.4001763306e-04,1
18.0001,6.8593175499e-05,6.7967305258e-05,-1.6381820110e-07,7.8968844186e-07,3.1660084351e-04,1
19.0001,7.6368843705e-05,7.5717967090e-05,-1.3745018678e-07,7.8832680164e-07,3.9317064546e-04,1
20.0001,8.4501161679e-05,8.3885237293e-05,-1.1119612844e-07,7.2712051486e-07,4.6972550637e-04,1
21.0001,9.2916125492e-05,9.2468760953e-05,-8.5055574388e-08,5.3242011294e-07,5.4626389413e-04,1
22.0001,1.0158591339e-04,1.0146816649e-04,-5.9028073231e-08,1.7677497270e-07,6.2278427710e-04,1
23.0001,1.1058134995e-04,1.1088306568e-04,-3.3113173908e-08,-2.6860255400e-07,6.9928512414e-04,1
24.0001,1.2001569702e-04,1.2071305363e-04,-7.3104257125e-09,-6.9004618116e-07,7.7576490464e-04,1
25.0001,1.2995633538e-04,1.3095770885e-04,1.8380621745e-08,-1.0197540925e-06,8.5222208859e-04,1
26.0001,1.4042603978e-04,1.4161659320e-04,4.3960418374e-08,-1.2345138451e-06,9.2865514651e-04,1
27.0002,1.5144871097e-04,1.5268925198e-04,6.9429413557e-08,-1.3099704288e-06,1.0050625496e-03,1
28.0002,1.6305904799e-04,1.6417521387e-04,9.4788056189e-08,-1.2109539361e-06,1.0814427697e-03,1
29.0002,1.7527079154e-04,1.7607399099e-04,1.2003679474e-07,-9.2323623685e-07,1.1577942793e-03,1
30.0002,1.8801889874e-04,1.8838507890e-04,1.4517607737e-07,-5.1135623661e-07,1.2341155516e-03,1
31.0002,2.0119011303e-04,2.0110795663e-04,1.7020635187e-07,-8.8049946003e-08,1.3104050607e-03,1
32.0002,2.1469601699e-04,2.1424208667e-04,1.9512806561e-07,2.5880225284e-07,1.3866612813e-03,1
33.0002,2.2849380912e-04,2.2778691503e-04,2.1994166574e-07,4.8695241573e-07,1.4628826890e-03,1
34.0002,2.4253214480e-04,2.4174187122e-04,2.4464759929e-07,5.4562598677e-07,1.5390677601e-03,1
35.0002,2.5676819766e-04,2.5610636825e-04,2.6924631333e-07,3.9258308877e-07,1.6152149720e-03,1
36.0002,2.7123868522e-04,2.7087980274e-04,2.9373825487e-07,6.5144224351e-08,1.6913228027e-03,1
37.0002,2.8607404925e-04,2.8606155481e-04,3.1812387088e-07,-3.0562943399e-07,1.7673897316e-03,1
38.0002,3.0141038721e-04,3.0165098823e-04,3.4240360842e-07,-5.8300463001e-07,1.8434142385e-03,1
39.0002,3.1728604318e-04,3.1764745033e-04,3.6657791471e-07,-7.2798506068e-07,1.9193948045e-03,1
40.0002,3.3365031876e-04,3.3405027209e-04,3.9064723725e-07,-7.9060056703e-07,1.9953299117e-03,1
41.0002,3.5047677283e-04,3.5085876814e-04,4.1461202373e-07,-7.9660732927e-07,2.0712180433e-03,1
42.0002,3.6779215189e-04,3.6807223677e-04,4.3847272196e-07,-7.1855760120e-07,2.1470576835e-03,1
43.0002,3.8560291244e-04,3.8568995997e-04,4.6222977980e-07,-5.4927731340e-07,2.2228473175e-03,1
44.0002,4.0385819606e-04,4.0371120345e-04,4.8588364509e-07,-3.3889102755e-07,2.2985854319e-03,1
45.0003,4.2246035151e-04,4.2213521664e-04,5.0943476558e-07,-1.8429990091e-07,2.3742705142e-03,1
46.0003,4.4130067355e-04,4.4096123276e-04,5.3288358884e-07,-1.9344280197e-07,2.4499010534e-03,1
47.0003,4.6034218168e-04,4.6018846879e-04,5.5623056243e-07,-4.0251767282e-07,2.5254755394e-03,1
48.0003,4.7964986076e-04,4.7981612554e-04,5.7947613391e-07,-7.4574090883e-07,2.6009924637e-03,1
49.0003,4.9931920055e-04,4.9984338763e-04,6.0262075089e-07,-1.1268078321e-06,2.6764503188e-03,1
50.0003,5.1943457281e-04,5.2026942358e-04,6.2566486105e-07,-1.4605156342e-06,2.7518475987e-03,1
51.0003,5.4007849480e-04,5.4109338576e-04,6.4860891230e-07,-1.6634998716e-06,2.8271827987e-03,1
52.0003,5.6135078742e-04,5.6231441048e-04,6.7145335268e-07,-1.6350764107e-06,2.9024544154e-03,1
53.0003,5.8334385378e-04,5.8393161797e-04,6.9419863021e-07,-1.2819628126e-06,2.9776609471e-03,1
54.0003,6.0605155663e-04,6.0594411243e-04,7.1684519301e-07,-6.0940099442e-07,3.0528008932e-03,1
55.0003,6.2933465834e-04,6.2835098208e-04,7.3939348938e-07,2.4428277490e-07,3.1278727547e-03,1
56.0003,6.5300304720e-04,6.5115129914e-04,7.6184396772e-07,1.0899040938e-06,3.2028750342e-03,1
57.0003,6.7687907735e-04,6.7434411988e-04,7.8419707643e-07,1.7507603966e-06,3.2778062357e-03,1
58.0003,7.0084542985e-04,6.9792848468e-04,8.0645326395e-07,2.1104919076e-06,3.3526648648e-03,1
59.0003,7.2485814785e-04,7.2190341800e-04,8.2861297863e-07,2.1261168794e-06,3.4274494288e-03,1
60.0003,7.4895476827e-04,7.4626792846e-04,8.5067666876e-07,1.8361631452e-06,3.5021584365e-03,1
61.0003,7.7320249889e-04,7.7102100885e-04,8.7264478241e-07,1.3088452533e-06,3.5767903984e-03,1
62.0004,7.9765923528e-04,7.9616163617e-04,8.9451776745e-07,6.0308133419e-07,3.6513438266e-03,1
63.0004,8.2240279009e-04,8.2168877165e-04,9.1629607141e-07,-2.0227763741e-07,3.7258172349e-03,1
64.0004,8.4755486896e-04,8.4760136079e-04,9.3798014149e-07,-9.8447197878e-07,3.8002091392e-03,1
65.0004,8.7327689582e-04,8.7389833339e-04,9.5957042449e-07,-1.5810079992e-06,3.8745180566e-03,1
66.0004,8.9972791490e-04,9.0057860359e-04,9.8106736680e-07,-1.8317560504e-06,3.9487425065e-03,1
67.0004,9.2697797156e-04,9.2764106988e-04,1.0024714145e-06,-1.6655697298e-06,4.0228810098e-03,1
68.0004,9.5494417969e-04,9.5508461518e-04,1.0237830131e-06,-1.1642184961e-06,4.0969320894e-03,1
69.0004,9.8342084351e-04,9.8290810682e-04,1.0450026079e-06,-5.3226591458e-07,4.1708942701e-03,1
70.0004,1.0122236137e-03,1.0111103966e-03,1.0661306434e-06,4.7086465943e-08,4.2447660786e-03,1
71.0004,1.0412876366e-03,1.0396903209e-03,1.0871675637e-06,5.1014810022e-07,4.3185460435e-03,1
72.0004,1.0706395036e-03,1.0686467005e-03,1.1081138123e-06,8.8468927583e-07,4.3922326955e-03,1
73.0004,1.1002758177e-03,1.0979783410e-03,1.1289698321e-06,1.1685069243e-06,4.4658245671e-03,1
74.0004,1.1301146215e-03,1.1276840322e-03,1.1497360648e-06,1.2808531590e-06,4.5393201930e-03,1
75.0004,1.1600871234e-03,1.1577625491e-03,1.1704129513e-06,1.1541613400e-06,4.6127181100e-03,1
76.0004,1.1902121180e-03,1.1882126509e-03,1.1910009315e-06,8.0846614666e-07,4.6860168568e-03,1
77.0004,1.2205852543e-03,1.2190330818e-03,1.2115004442e-06,3.4067207099e-07,4.7592149744e-03,1
78.0004,1.2513424885e-03,1.2502225707e-03,1.2319119276e-06,-1.1199417073e-07,4.8323110059e-03,1
79.0004,1.2826276165e-03,1.2817798314e-03,1.2522358192e-06,-4.0445070213e-07,4.9053034965e-03,1
80.0005,1.3145211551e-03,1.3137035624e-03,1.2724725561e-06,-4.5487979257e-07,4.9781909938e-03,1
81.0005,1.3469946395e-03,1.3459924470e-03,1.2926225750e-06,-2.9043006626e-07,5.0509720475e-03,1
82.0005,1.3799714666e-03,1.3786451538e-03,1.3126863119e-06,1.3626431047e-08,5.1236452095e-03,1
83.0005,1.4133696659e-03,1.4116603361e-03,1.3326642026e-06,3.7666557885e-07,5.1962090342e-03,1
84.0005,1.4471226990e-03,1.4450366322e-03,1.3525566823e-06,7.3351014993e-07,5.2686620782e-03,1
85.0005,1.4811863612e-03,1.4787726655e-03,1.3723641854e-06,1.0413315341e-06,5.3410029003e-03,1
86.0005,1.5155548920e-03,1.5128670445e-03,1.3920871456e-06,1.2957603233e-06,5.4132300621e-03,1
87.0005,1.5502397804e-03,1.5473183630e-03,1.4117259965e-06,1.5096914333e-06,5.4853421272e-03,1
88.0005,1.5852176982e-03,1.5821251996e-03,1.4312811711e-06,1.6612174463e-06,5.5573376618e-03,1
89.0005,1.6204139292e-03,1.6172861185e-03,1.4507531021e-06,1.6770576088e-06,5.6292152347e-03,1
90.0005,1.6557449022e-03,1.6527996689e-03,1.4701422212e-06,1.4750909823e-06,5.7009734170e-03,1
91.0005,1.6912309374e-03,1.6886643856e-03,1.4894489594e-06,1.0771027729e-06,5.7726107824e-03,1
92.0005,1.7270325556e-03,1.7248787885e-03,1.5086737468e-06,6.4509337830e-07,5.8441259071e-03,1
93.0005,1.7633205213e-03,1.7614413830e-03,1.5278170121e-06,3.5132132607e-07,5.9155173699e-03,1
94.0005,1.8001320102e-03,1.7983506599e-03,1.5468791835e-06,2.3447110806e-07,5.9867837524e-03,1
95.0005,1.8373849578e-03,1.8356050957e-03,1.5658606880e-06,2.1400148945e-07,6.0579236386e-03,1
96.0005,1.8749903246e-03,1.8732031521e-03,1.5847619523e-06,2.0241055885e-07,6.1289356153e-03,1
97.0005,1.9129271466e-03,1.9111432767e-03,1.6035834021e-06,1.8028650559e-07,6.1998182718e-03,1
98.0006,1.9512531040e-03,1.9494239026e-03,1.6223254626e-06,2.0687602053e-07,6.2705702004e-03,1
99.0006,1.9900336397e-03,1.9880434485e-03,1.6409885581e-06,3.4920256947e-07,6.3411899960e-03,1
100.0006,2.0292676680e-03,2.0270003192e-03,1.6595731123e-06,6.0777567446e-07,6.4116762563e-03,1
101.0006,2.0688782310e-03,2.0662929048e-03,1.6780795478e-06,9.0724664504e-07,6.4820275817e-03,1
102.0006,2.1087743999e-03,2.1059195815e-03,1.6965082870e-06,1.1583100730e-06,6.5522425757e-03,1
103.0006,2.1489219464e-03,2.1458787114e-03,1.7148597517e-06,1.3283752273e-06,6.6223198444e-03,1
104.0006,2.1893092974e-03,2.1861686425e-03,1.7331343632e-06,1.4075205458e-06,6.6922579970e-03,1
105.0006,2.2298978388e-03,2.2267877087e-03,1.7513325419e-06,1.3587975563e-06,6.7620556454e-03,1
106.0006,2.2706370411e-03,2.2677342300e-03,1.7694547081e-06,1.1333564085e-06,6.8317114045e-03,1
107.0006,2.3115023049e-03,2.3090065126e-03,1.7875012810e-06,7.0829107074e-07,6.9012238924e-03,1
108.0006,2.3525302151e-03,2.3506028486e-03,1.8054726798e-06,1.2189387165e-07,6.9705917300e-03,1
109.0006,2.3938510497e-03,2.3925215165e-03,1.8233693231e-06,-4.9383612829e-07,7.0398135411e-03,1
110.0006,2.4356496838e-03,2.4347607809e-03,1.8411916292e-06,-9.5228873100e-07,7.1088879529e-03,1
111.0006,2.4780686291e-03,2.4773188929e-03,1.8589400160e-06,-1.1092037472e-06,7.1778135954e-03,1
112.0006,2.5211081705e-03,2.5201940897e-03,1.8766149013e-06,-9.6253405547e-07,7.2465891018e-03,1
113.0006,2.5646030192e-03,2.5633845950e-03,1.8942167031e-06,-6.7579249607e-07,7.3152131085e-03,1
114.0006,2.6083190563e-03,2.6068886192e-03,1.9117458393e-06,-4.8130870857e-07,7.3836842550e-03,1
115.0007,2.6521042765e-03,2.6507043587e-03,1.9292027276e-06,-5.2928498677e-07,7.4520011839e-03,1
116.0007,2.6959818318e-03,2.6948299971e-03,1.9465877862e-06,-7.9475303905e-07,7.5201625412e-03,1
117.0007,2.7400922180e-03,2.7392637040e-03,1.9639014328e-06,-1.1353874284e-06,7.5881669761e-03,1
118.0007,2.7845868901e-03,2.7840036362e-03,1.9811440852e-06,-1.3978902302e-06,7.6560131409e-03,1
119.0007,2.8295571460e-03,2.8290479370e-03,1.9983161612e-06,-1.4891070742e-06,7.7236996914e-03,1
120.0007,2.8750511784e-03,2.8743947364e-03,2.0154180779e-06,-1.3589761062e-06,7.7912252867e-03,1
121.0007,2.9210930634e-03,2.9200421515e-03,2.0324502525e-06,-9.8153830033e-07,7.8585885891e-03,1
122.0007,2.9676502049e-03,2.9659882861e-03,2.0494131015e-06,-3.8749426833e-07,7.9257882645e-03,1
123.0007,3.0146203576e-03,3.0122312312e-03,2.0663070416e-06,3.2281937585e-07,7.9928229820e-03,1
124.0007,3.0618549563e-03,3.0587690645e-03,2.0831324885e-06,1.0027592776e-06,8.0596914142e-03,1
125.0007,3.1091981995e-03,3.1055998512e-03,2.0998898578e-06,1.4984584283e-06,8.1263922373e-03,1
126.0007,3.1565291280e-03,3.1527216432e-03,2.1165795642e-06,1.6909052285e-06,8.1929241307e-03,1
127.0007,3.2037734398e-03,3.2001324801e-03,2.1332020224e-06,1.5077577428e-06,8.2592857775e-03,1
128.0007,3.2509331151e-03,3.2478303882e-03,2.1497576464e-06,9.5296925606e-07,8.3254758644e-03,1
129.0007,3.2981323740e-03,3.2958133817e-03,2.1662468502e-06,1.5274552588e-07,8.3914930815e-03,1
130.0007,3.3455975533e-03,3.3440794617e-03,2.1826700476e-06,-6.6457843824e-07,8.4573361225e-03,1
131.0007,3.3935610526e-03,3.3926266171e-03,2.1990276521e-06,-1.2645922039e-06,8.5230036849e-03,1
132.0007,3.4421602937e-03,3.4414528242e-03,2.2153200770e-06,-1.5078506044e-06,8.5884944695e-03,1
133.0008,3.4914178414e-03,3.4905560468e-03,2.2315477350e-06,-1.3697531314e-06,8.6538071811e-03,1
134.0008,3.5412556348e-03,3.5399342364e-03,2.2477110379e-06,-9.2631263627e-07,8.7189405281e-03,1
135.0008,3.5915196818e-03,3.5895853322e-03,2.2638103972e-06,-3.2946076893e-07,8.7838932225e-03,1
136.0008,3.6420183585e-03,3.6395072612e-03,2.2798462236e-06,2.3125110427e-07,8.8486639801e-03,1
137.0008,3.6926083175e-03,3.6896979381e-03,2.2958189274e-06,6.1456056127e-07,8.9132515205e-03,1
138.0008,3.7432535982e-03,3.7401552656e-03,2.3117289186e-06,7.8660373073e-07,8.9776545671e-03,1
139.0008,3.7940116562e-03,3.7908771344e-03,2.3275766067e-06,8.0694524627e-07,9.0418718470e-03,1
140.0008,3.8449940288e-03,3.8418614231e-03,2.3433624013e-06,7.8924332924e-07,9.1059020914e-03,1
141.0008,3.8962998953e-03,3.8931059984e-03,2.3590867111e-06,8.3481022919e-07,9.1697440351e-03,1
142.0008,3.9479202502e-03,3.9446087152e-03,2.3747499448e-06,9.3678502968e-07,9.2333964168e-03,1
143.0008,3.9997143597e-03,3.9963674167e-03,2.3903525108e-06,9.5659048889e-07,9.2968579794e-03,1
144.0008,4.0515194291e-03,4.0483799342e-03,2.4058948173e-06,7.3360004315e-07,9.3601274694e-03,1
145.0008,4.1033170150e-03,4.1006440875e-03,2.4213772730e-06,2.5155019351e-07,9.4232036375e-03,1
146.0008,4.1552703133e-03,4.1531576847e-03,2.4368002860e-06,-3.2417169978e-07,9.4860852383e-03,1
147.0008,4.2076110488e-03,4.2059185224e-03,2.4521642650e-06,-7.5963788497e-07,9.5487710304e-03,1
148.0008,4.2604673742e-03,4.2589243859e-03,2.4674696186e-06,-9.2448124969e-07,9.6112597766e-03,1
149.0008,4.3138085331e-03,4.3121730489e-03,2.4827167556e-06,-8.4723253163e-07,9.6735502434e-03,1
150.0008,4.3675104570e-03,4.3656622740e-03,2.4979060851e-06,-6.4972302901e-07,9.7356412018e-03,1
151.0009,4.4214415400e-03,4.4193898123e-03,2.5130380163e-06,-4.6131028807e-07,9.7975314267e-03,1
152.0009,4.4755287127e-03,4.4733534041e-03,2.5281129582e-06,-3.5280426730e-07,9.8592196972e-03,1
153.0009,4.5297717796e-03,4.5275507782e-03,2.5431313199e-06,-3.2212990436e-07,9.9207047965e-03,1
154.0009,4.5841885956e-03,4.5819796526e-03,2.5580935106e-06,-3.4915044176e-07,9.9819855120e-03,1
155.0009,4.6388114864e-03,4.6366377342e-03,2.5729999386e-06,-3.9924775739e-07,1.0043060635e-02,1
156.0009,4.6937434993e-03,4.6915227193e-03,2.5878510124e-06,-3.6707097978e-07,1.0103928962e-02,1
157.0009,4.7491295043e-03,4.7466322929e-03,2.6026471401e-06,-1.0543578937e-07,1.0164589293e-02,1
158.0009,4.8050436379e-03,4.8019641297e-03,2.6173887290e-06,4.6211939977e-07,1.0225040433e-02,1
159.0009,4.8614244285e-03,4.8575158935e-03,2.6320761859e-06,1.2764587904e-06,1.0285281189e-02,1
160.0009,4.9180777862e-03,4.9132852374e-03,2.6467099168e-06,2.1458388600e-06,1.0345310375e-02,1
161.0009,4.9747367968e-03,4.9692698042e-03,2.6612903264e-06,2.8057022179e-06,1.0405126809e-02,1
162.0009,5.0311975719e-03,5.0254672261e-03,2.6758178183e-06,3.0545279665e-06,1.0464729312e-02,1
163.0009,5.0874208417e-03,5.0818751249e-03,2.6902927954e-06,2.8554240330e-06,1.0524116711e-02,1
164.0009,5.1435146841e-03,5.1384911121e-03,2.7047156594e-06,2.3188562875e-06,1.0583287835e-02,1
165.0009,5.1996438270e-03,5.1953127890e-03,2.7190868110e-06,1.6119511556e-06,1.0642241520e-02,1
166.0009,5.2559302133e-03,5.2523377467e-03,2.7334066504e-06,8.5905989999e-07,1.0700976606e-02,1
167.0009,5.3124143043e-03,5.3095635663e-03,2.7476755766e-06,1.0306251012e-07,1.0759491936e-02,1
168.0010,5.3690991371e-03,5.3669878185e-03,2.7618939876e-06,-6.5057547582e-07,1.0817786360e-02,1
169.0010,5.4260244225e-03,5.4246080646e-03,2.7760622805e-06,-1.3597044106e-06,1.0875858729e-02,1
170.0010,5.4832781013e-03,5.4824218557e-03,2.7901808514e-06,-1.9339352785e-06,1.0933707902e-02,1
171.0010,5.5409559412e-03,5.5404267331e-03,2.8042500950e-06,-2.2750420564e-06,1.0991332741e-02,1
172.0010,5.5991275833e-03,5.5986202285e-03,2.8182704050e-06,-2.3109156549e-06,1.1048732113e-02,1
173.0010,5.6578142150e-03,5.6569998639e-03,2.8322421735e-06,-2.0178910818e-06,1.1105904888e-02,1
174.0010,5.7169682189e-03,5.7155631517e-03,2.8461657910e-06,-1.4410986171e-06,1.1162849944e-02,1
175.0010,5.7764808257e-03,5.7743075949e-03,2.8600416468e-06,-6.8681082993e-07,1.1219566161e-02,1
176.0010,5.8361670943e-03,5.8332306869e-03,2.8738701281e-06,6.2537283607e-08,1.1276052423e-02,1
177.0010,5.8957931883e-03,5.8923299121e-03,2.8876516208e-06,5.7562464600e-07,1.1332307623e-02,1
178.0010,5.9551729860e-03,5.9516027452e-03,2.9013865090e-06,6.6885423704e-07,1.1388330653e-02,1
179.0010,6.0142629502e-03,6.0110466521e-03,2.9150751749e-06,3.0122291658e-07,1.1444120414e-02,1
180.0010,6.0732090541e-03,6.0706590894e-03,2.9287179993e-06,-3.7875333217e-07,1.1499675811e-02,1
181.0010,6.1322777498e-03,6.1304375048e-03,2.9423153612e-06,-1.1020703552e-06,1.1554995752e-02,1
182.0010,6.1917018713e-03,6.1903793368e-03,2.9558676376e-06,-1.6333331695e-06,1.1610079152e-02,1
183.0010,6.2515647320e-03,6.2504820154e-03,2.9693752035e-06,-1.8866586266e-06,1.1664924929e-02,1
184.0010,6.3118528397e-03,6.3107429615e-03,2.9828384321e-06,-1.8729602573e-06,1.1719532007e-02,1
185.0010,6.3725594993e-03,6.3711595875e-03,2.9962576945e-06,-1.5963458834e-06,1.1773899315e-02,1
186.0011,6.4336718264e-03,6.4317292969e-03,3.0096333600e-06,-1.0671039175e-06,1.1828025787e-02,1
187.0011,6.4950766443e-03,6.4924494851e-03,3.0229657956e-06,-3.9580657036e-07,1.1881910360e-02,1
188.0011,6.5565644196e-03,6.5533175386e-03,3.0362553665e-06,2.1062567288e-07,1.1935551978e-02,1
189.0011,6.6179646983e-03,6.6143308357e-03,3.0495024358e-06,5.8436019664e-07,1.1988949590e-02,1
190.0011,6.6792307652e-03,6.6754867464e-03,3.0627073646e-06,6.8131146913e-07,1.2042102149e-02,1
191.0011,6.7404107715e-03,6.7367826324e-03,3.0758705118e-06,5.5226862122e-07,1.2095008613e-02,1
192.0011,6.8015784388e-03,6.7982158474e-03,3.0889922338e-06,2.7359912623e-07,1.2147667946e-02,1
193.0011,6.8628245021e-03,6.8597837369e-03,3.1020728847e-06,-6.1307649134e-08,1.2200079116e-02,1
194.0011,6.9242522759e-03,6.9214836384e-03,3.1151128159e-06,-3.4647530842e-07,1.2252241097e-02,1
195.0011,6.9859220144e-03,6.9833128817e-03,3.1281123760e-06,-5.1897973654e-07,1.2304152867e-02,1
196.0011,7.0478488375e-03,7.0452687886e-03,3.1410719102e-06,-5.6102304723e-07,1.2355813410e-02,1
197.0011,7.1100342252e-03,7.1073486732e-03,3.1539917609e-06,-4.6843973660e-07,1.2407221716e-02,1
198.0011,7.1724666715e-03,7.1695498420e-03,3.1668722665e-06,-2.5004276076e-07,1.2458376777e-02,1
199.0011,7.2351247303e-03,7.2318695939e-03,3.1797137622e-06,7.5422659973e-08,1.2509277593e-02,1
200.0011,7.2979527525e-03,7.2943052203e-03,3.1925165794e-06,4.5501553005e-07,1.2559923168e-02,1
201.0011,7.3608455364e-03,7.3568540054e-03,3.2052810460e-06,7.8625003684e-07,1.2610312513e-02,1
202.0011,7.4236928444e-03,7.4195132257e-03,3.2180074866e-06,9.6161125618e-07,1.2660444642e-02,1
203.0011,7.4864308744e-03,7.4822801507e-03,3.2306962221e-06,9.2002743775e-07,1.2710318575e-02,1
204.0012,7.5490715226e-03,7.5451520430e-03,3.2433475700e-06,6.7613204480e-07,1.2759933337e-02,1
205.0012,7.6117184729e-03,7.6081261576e-03,3.2559618445e-06,3.3635344926e-07,1.2809287959e-02,1
206.0012,7.6745411541e-03,7.6711997430e-03,3.2685393563e-06,7.2871777203e-08,1.2858381477e-02,1
207.0012,7.7376740778e-03,7.7343700405e-03,3.2810804128e-06,2.2956844765e-08,1.2907212932e-02,1
208.0012,7.8011331431e-03,7.7976342848e-03,3.2935853179e-06,2.0527296146e-07,1.2955781370e-02,1
209.0012,7.8648060629e-03,7.8609897038e-03,3.3060543722e-06,5.1030471057e-07,1.3004085845e-02,1
210.0012,7.9285215150e-03,7.9244335188e-03,3.3184878727e-06,7.6950839666e-07,1.3052125412e-02,1
211.0012,7.9921494912e-03,7.9879629444e-03,3.3308861125e-06,8.5566073061e-07,1.3099899135e-02,1
212.0012,8.0556675864e-03,8.0515751890e-03,3.3432493816e-06,7.4914805251e-07,1.3147406082e-02,1
213.0012,8.1191517037e-03,8.1152674544e-03,3.3555779660e-06,5.2867139118e-07,1.3194645327e-02,1
214.0012,8.1827282032e-03,8.1790369362e-03,3.3678721485e-06,3.2339481494e-07,1.3241615948e-02,1
215.0012,8.2465189172e-03,8.2428808240e-03,3.3801322085e-06,2.5796106031e-07,1.3288317030e-02,1
216.0012,8.3105878991e-03,8.3067963009e-03,3.3923584223e-06,3.9923984378e-07,1.3334747663e-02,1
217.0012,8.3749307572e-03,8.3707805442e-03,3.4045510631e-06,7.4566188361e-07,1.3380906942e-02,1
218.0012,8.4394486323e-03,8.4348307253e-03,3.4167104013e-06,1.2011965805e-06,1.3426793970e-02,1
219.0012,8.5039650382e-03,8.4989440097e-03,3.4288367040e-06,1.5921917498e-06,1.3472407851e-02,1
220.0012,8.5683116209e-03,8.5631175571e-03,3.4409302353e-06,1.7531335475e-06,1.3517747699e-02,1
221.0012,8.6323926565e-03,8.6273485216e-03,3.4529912562e-06,1.5911435581e-06,1.3562812630e-02,1
222.0013,8.6962400611e-03,8.6916340517e-03,3.4650200246e-06,1.1409894109e-06,1.3607601769e-02,1
223.0013,8.7600103864e-03,8.7559712903e-03,3.4770167951e-06,5.6207931986e-07,1.3652114244e-02,1
224.0013,8.8238898595e-03,8.8203573750e-03,3.4889818194e-06,4.3502663107e-08,1.3696349190e-02,1
225.0013,8.8880033592e-03,8.8847894381e-03,3.5009153459e-06,-2.8699425561e-07,1.3740305747e-02,1
226.0013,8.9523449527e-03,8.9492646067e-03,3.5128176199e-06,-4.3247157984e-07,1.3783983061e-02,1
227.0013,9.0167935401e-03,9.0137800026e-03,3.5246888835e-06,-5.1115137926e-07,1.3827380283e-02,1
228.0013,9.0812302452e-03,9.0783327427e-03,3.5365293750e-06,-6.3902681861e-07,1.3870496571e-02,1
229.0013,9.1456119668e-03,9.1429199389e-03,3.5483393298e-06,-8.5631135517e-07,1.3913331087e-02,1
230.0013,9.2099516488e-03,9.2075386982e-03,3.5601189793e-06,-1.1471683109e-06,1.3955883000e-02,1
231.0013,9.2742962206e-03,9.2721861229e-03,3.5718685518e-06,-1.4617708154e-06,1.3998151485e-02,1
232.0013,9.3386824713e-03,9.3368593105e-03,3.5835882724e-06,-1.7604275053e-06,1.4040135721e-02,1
233.0013,9.4031405505e-03,9.4015553541e-03,3.5952783631e-06,-2.0100819959e-06,1.4081834895e-02,1
234.0013,9.4677439450e-03,9.4662713421e-03,3.6069390429e-06,-2.1343360609e-06,1.4123248199e-02,1
235.0013,9.5325936684e-03,9.5310043585e-03,3.6185705280e-06,-2.0292606196e-06,1.4164374829e-02,1
236.0013,9.5977368343e-03,9.5957514831e-03,3.6301730319e-06,-1.6448217888e-06,1.4205213990e-02,1
237.0013,9.6631079056e-03,9.6605097914e-03,3.6417467656e-06,-1.0436325128e-06,1.4245764890e-02,1
238.0013,9.7285432166e-03,9.7252763547e-03,3.6532919374e-06,-3.8643003813e-07,1.4286026745e-02,1
239.0014,9.7938568044e-03,9.7900482404e-03,3.6648087531e-06,1.4375529272e-07,1.4325998775e-02,1
240.0014,9.8588985834e-03,9.8548225118e-03,3.6762974165e-06,3.9977420873e-07,1.4365680207e-02,1
241.0014,9.9235733066e-03,9.9195962284e-03,3.6877581284e-06,2.8932013625e-07,1.4405070275e-02,1
