t_s,theta_total_rad,theta_force_rad,theta_therm_rad,theta_bruit_rad,theta_filtre_rad,commande
5882.0333,2.2395019806e-01,2.2394396824e-01,7.5427896011e-06,-1.3129679992e-06,1.0443268166e-02,1
5883.0333,2.2440289489e-01,2.2439648349e-01,7.5412906464e-06,-1.1298884797e-06,1.0464776457e-02,1
5884.0333,2.2485124968e-01,2.2484463320e-01,7.5397925614e-06,-9.2331592549e-07,1.0486071206e-02,1
5885.0333,2.2529519868e-01,2.2528840707e-01,7.5382953312e-06,-7.4668522838e-07,1.0507152024e-02,1
5886.0333,2.2573471829e-01,2.2572779488e-01,7.5367989415e-06,-6.1339426318e-07,1.0528018526e-02,1
5887.0333,2.2616982327e-01,2.2616278649e-01,7.5353033788e-06,-4.9852565420e-07,1.0548670331e-02,1
5888.0333,2.2660052115e-01,2.2659337186e-01,7.5338086299e-06,-3.8450931553e-07,1.0569107066e-02,1
5889.0333,2.2702678155e-01,2.2701954101e-01,7.5323146825e-06,-2.9177187962e-07,1.0589328357e-02,1
5890.0333,2.2744856356e-01,2.2744128406e-01,7.5308215249e-06,-2.5132451463e-07,1.0609333838e-02,1
5891.0333,2.2786587829e-01,2.2785859124e-01,7.5293291462e-06,-2.4228494039e-07,1.0629123146e-02,1
5892.0333,2.2827877797e-01,2.2827145283e-01,7.5278375361e-06,-2.0269758462e-07,1.0648695924e-02,1
5893.0333,2.2868728489e-01,2.2867985922e-01,7.5263466848e-06,-1.0067290109e-07,1.0668051816e-02,1
5894.0333,2.2909134722e-01,2.2908380086e-01,7.5248565830e-06,2.1503410443e-08,1.0687190475e-02,1
5895.0333,2.2949086014e-01,2.2948326833e-01,7.5233672219e-06,6.8445642561e-08,1.0706111555e-02,1
5896.0333,2.2988573212e-01,2.2987825226e-01,7.5218785931e-06,-4.2018734563e-08,1.0724814716e-02,1
5897.0334,2.3027591677e-01,2.3026874338e-01,7.5203906888e-06,-3.4700090477e-07,1.0743299621e-02,1
5898.0334,2.3066144534e-01,2.3065473252e-01,7.5189035017e-06,-8.0608170759e-07,1.0761565939e-02,1
5899.0334,2.3104244398e-01,2.3103621058e-01,7.5174170245e-06,-1.2840212916e-06,1.0779613342e-02,1
5900.0334,2.3141910636e-01,2.3141316855e-01,7.5159312503e-06,-1.5781215232e-06,1.0797441508e-02,1
5901.0334,2.3179157522e-01,2.3178559753e-01,7.5144461725e-06,-1.5367536190e-06,1.0815050119e-02,1
5902.0334,2.3215980840e-01,2.3215348868e-01,7.5129617845e-06,-1.1932355996e-06,1.0832438861e-02,1
5903.0334,2.3252361031e-01,2.3251683326e-01,7.5114780801e-06,-7.3442966836e-07,1.0849607424e-02,1
5904.0334,2.3288275387e-01,2.3287562262e-01,7.5099950532e-06,-3.7875236183e-07,1.0866555504e-02,1
5905.0334,2.3323709184e-01,2.3322984821e-01,7.5085126976e-06,-2.6488249001e-07,1.0883282800e-02,1
5906.0334,2.3358662551e-01,2.3357950156e-01,7.5070310075e-06,-3.8308098847e-07,1.0899789016e-02,1
5907.0334,2.3393145841e-01,2.3392457428e-01,7.5055499769e-06,-6.2141531640e-07,1.0916073861e-02,1
5908.0334,2.3427171490e-01,2.3426505808e-01,7.5040695999e-06,-8.4724904684e-07,1.0932137048e-02,1
5909.0334,2.3460748497e-01,2.3460094477e-01,7.5025898706e-06,-9.6238990624e-07,1.0947978295e-02,1
5910.0334,2.3493878986e-01,2.3493222623e-01,7.5011107830e-06,-9.3748050179e-07,1.0963597323e-02,1
5911.0334,2.3526559213e-01,2.3525889444e-01,7.4996323312e-06,-8.0194234034e-07,1.0978993860e-02,1
5912.0334,2.3558780600e-01,2.3558094147e-01,7.4981545096e-06,-6.3361979149e-07,1.0994167636e-02,1
5913.0334,2.3590529166e-01,2.3589835949e-01,7.4966773129e-06,-5.6451016814e-07,1.1009118387e-02,1
5914.0334,2.3621793587e-01,2.3621114074e-01,7.4952007363e-06,-7.0007271660e-07,1.1023845853e-02,1
5915.0335,2.3652576327e-01,2.3651927758e-01,7.4937247756e-06,-1.0080320625e-06,1.1038349779e-02,1
5916.0335,2.3682891654e-01,2.3682276244e-01,7.4922494267e-06,-1.3381487177e-06,1.1052629914e-02,1
5917.0335,2.3712748567e-01,2.3712158784e-01,7.4907746861e-06,-1.5929386739e-06,1.1066686012e-02,1
5918.0335,2.3742146243e-01,2.3741574640e-01,7.4893005509e-06,-1.7732692481e-06,1.1080517831e-02,1
5919.0335,2.3771084466e-01,2.3770523083e-01,7.4878270184e-06,-1.8740003665e-06,1.1094125134e-02,1
5920.0335,2.3799569785e-01,2.3799003394e-01,7.4863540869e-06,-1.8224492561e-06,1.1107507688e-02,1
5921.0335,2.3827609583e-01,2.3827014863e-01,7.4848817554e-06,-1.5376831585e-06,1.1120665266e-02,1
5922.0335,2.3855202557e-01,2.3854556787e-01,7.4834100234e-06,-1.0257090418e-06,1.1133597644e-02,1
5923.0335,2.3882336722e-01,2.3881628475e-01,7.4819388908e-06,-3.9946819666e-07,1.1146304602e-02,1
5924.0335,2.3908995371e-01,2.3908229245e-01,7.4804683582e-06,1.8080104273e-07,1.1158785927e-02,1
5925.0335,2.3935164859e-01,2.3934358422e-01,7.4789984268e-06,5.8537451103e-07,1.1171041409e-02,1
5926.0335,2.3960842285e-01,2.3960015343e-01,7.4775290979e-06,7.9189717708e-07,1.1183070842e-02,1
5927.0335,2.3986038462e-01,2.3985199353e-01,7.4760603733e-06,9.1503545709e-07,1.1194874026e-02,1
5928.0335,2.4010767774e-01,2.4009909806e-01,7.4745922556e-06,1.1050870907e-06,1.1206450765e-02,1
5929.0335,2.4035035067e-01,2.4034146068e-01,7.4731247476e-06,1.4168650672e-06,1.1217800867e-02,1
5930.0335,2.4058832014e-01,2.4057907510e-01,7.4716578527e-06,1.7733836209e-06,1.1228924145e-02,1
5931.0335,2.4082140993e-01,2.4081193515e-01,7.4701915748e-06,2.0045891306e-06,1.1239820418e-02,1
5932.0336,2.4104946860e-01,2.4104003477e-01,7.4687259185e-06,1.9651063464e-06,1.1250489507e-02,1
5933.0336,2.4127244944e-01,2.4126336795e-01,7.4672608888e-06,1.6142256273e-06,1.1260931239e-02,1
5934.0336,2.4149040437e-01,2.4148192882e-01,7.4657964911e-06,1.0097494724e-06,1.1271145445e-02,1
5935.0336,2.4170347351e-01,2.4169571158e-01,7.4643327319e-06,2.9760127378e-07,1.1281131962e-02,1
5936.0336,2.4191184814e-01,2.4190471052e-01,7.4628696180e-06,-3.2524813412e-07,1.1290890631e-02,1
5937.0336,2.4211568167e-01,2.4210892004e-01,7.4614071573e-06,-6.9977160936e-07,1.1300421296e-02,1
5938.0336,2.4231500685e-01,2.4230833463e-01,7.4599453581e-06,-7.8772412439e-07,1.1309723807e-02,1
5939.0336,2.4250971474e-01,2.4250294887e-01,7.4584842294e-06,-6.9261174286e-07,1.1318798020e-02,1
5940.0336,2.4269965170e-01,2.4269275744e-01,7.4570237814e-06,-5.6276141374e-07,1.1327643792e-02,1
5941.0336,2.4288469982e-01,2.4287775512e-01,7.4555640247e-06,-5.1085909224e-07,1.1336260988e-02,1
5942.0336,2.4306479345e-01,2.4305793677e-01,7.4541049712e-06,-5.9742700568e-07,1.1344649476e-02,1
5943.0336,2.4323991524e-01,2.4323329737e-01,7.4526466336e-06,-8.3477690057e-07,1.1352809128e-02,1
5944.0336,2.4341009831e-01,2.4340383196e-01,7.4511890259e-06,-1.1848428658e-06,1.1360739823e-02,1
5945.0336,2.4357539889e-01,2.4356953572e-01,7.4497321634e-06,-1.5865634081e-06,1.1368441443e-02,1
5946.0336,2.4373587961e-01,2.4373040389e-01,7.4482760625e-06,-1.9725505006e-06,1.1375913873e-02,1
5947.0336,2.4389160142e-01,2.4388643182e-01,7.4468207411e-06,-2.2772195926e-06,1.1383157007e-02,1
5948.0336,2.4404262986e-01,2.4403761496e-01,7.4453662185e-06,-2.4304617875e-06,1.1390170739e-02,1
5949.0336,2.4418901660e-01,2.4418394885e-01,7.4439125148e-06,-2.3761593712e-06,1.1396954970e-02,1
5950.0337,2.4433076064e-01,2.4432542912e-01,7.4424596517e-06,-2.1109393512e-06,1.1403509606e-02,1
5951.0337,2.4446781101e-01,2.4446205152e-01,7.4410076519e-06,-1.6815158523e-06,1.1409834556e-02,1
5952.0337,2.4460008959e-01,2.4459381187e-01,7.4395565391e-06,-1.1618364171e-06,1.1415929736e-02,1
5953.0337,2.4472747573e-01,2.4472070611e-01,7.4381063388e-06,-6.6848251590e-07,1.1421795063e-02,1
5954.0337,2.4484980806e-01,2.4484273025e-01,7.4366570776e-06,-3.5885031236e-07,1.1427430462e-02,1
5955.0337,2.4496696686e-01,2.4495988042e-01,7.4352087836e-06,-3.4877243568e-07,1.1432835862e-02,1
5956.0337,2.4507897540e-01,2.4507215285e-01,7.4337614867e-06,-6.1120920552e-07,1.1438011194e-02,1
5957.0337,2.4518599849e-01,2.4517954384e-01,7.4323152179e-06,-9.7766430652e-07,1.1442956398e-02,1
5958.0337,2.4528823540e-01,2.4528204981e-01,7.4308700103e-06,-1.2452765879e-06,1.1447671415e-02,1
5959.0337,2.4538581905e-01,2.4537966728e-01,7.4294258979e-06,-1.2776544327e-06,1.1452156192e-02,1
5960.0337,2.4547874332e-01,2.4547239284e-01,7.4279829164e-06,-1.0775106973e-06,1.1456410681e-02,1
5961.0337,2.4556688658e-01,2.4556022322e-01,7.4265411027e-06,-7.6318300841e-07,1.1460434837e-02,1
5962.0337,2.4565010171e-01,2.4564315521e-01,7.4251004954e-06,-4.7860201067e-07,1.1464228622e-02,1
5963.0337,2.4572826824e-01,2.4572118572e-01,7.4236611342e-06,-3.4113954217e-07,1.1467792002e-02,1
5964.0337,2.4580132914e-01,2.4579431174e-01,7.4222230602e-06,-4.0482055344e-07,1.1471124945e-02,1
5965.0337,2.4586931955e-01,2.4586253038e-01,7.4207863152e-06,-6.3161571944e-07,1.1474227428e-02,1
5966.0337,2.4593233266e-01,2.4592583883e-01,7.4193509423e-06,-9.2552188320e-07,1.1477099428e-02,1
5967.0337,2.4599046400e-01,2.4598423439e-01,7.4179169854e-06,-1.1883080776e-06,1.1479740931e-02,1
5968.0338,2.4604381959e-01,2.4603771444e-01,7.4164844894e-06,-1.3113416610e-06,1.1482151925e-02,1
5969.0338,2.4609249728e-01,2.4608627649e-01,7.4150534999e-06,-1.1942648087e-06,1.1484332403e-02,1
5970.0338,2.4613654385e-01,2.4612991812e-01,7.4136240636e-06,-7.8789370349e-07,1.1486282362e-02,1
5971.0338,2.4617591143e-01,2.4616863701e-01,7.4121962276e-06,-1.3777946720e-07,1.1488001806e-02,1
5972.0338,2.4621042724e-01,2.4620243097e-01,7.4107700400e-06,5.8550425151e-07,1.1489490742e-02,1
5973.0338,2.4623985204e-01,2.4623129786e-01,7.4093455491e-06,1.1448354192e-06,1.1490749181e-02,1
5974.0338,2.4626402632e-01,2.4625523568e-01,7.4079228041e-06,1.3827218832e-06,1.1491777139e-02,1
5975.0338,2.4628295953e-01,2.4627424251e-01,7.4065018542e-06,1.3105170037e-06,1.1492574638e-02,1
5976.0338,2.4629677481e-01,2.4628831652e-01,7.4050827498e-06,1.0532005823e-06,1.1493141703e-02,1
5977.0338,2.4630561910e-01,2.4629745601e-01,7.4036655416e-06,7.5942321686e-07,1.1493478364e-02,1
5978.0338,2.4630959246e-01,2.4630165936e-01,7.4022502812e-06,5.3085238775e-07,1.1493584657e-02,1
5979.0338,2.4630872761e-01,2.4630092503e-01,7.4008370212e-06,4.0174750959e-07,1.1493460621e-02,1
5980.0338,2.4630300501e-01,2.4629525161e-01,7.3994258145e-06,3.5397271365e-07,1.1493106299e-02,1
5981.0338,2.4629236922e-01,2.4628463777e-01,7.3980167146e-06,3.3342441983e-07,1.1492521741e-02,1
5982.0338,2.4627676600e-01,2.4626908230e-01,7.3966097760e-06,2.8708844943e-07,1.1491706999e-02,1
5983.0338,2.4625616521e-01,2.4624858407e-01,7.3952050533e-06,1.8593447474e-07,1.1490662133e-02,1
5984.0338,2.4623056850e-01,2.4622314205e-01,7.3938026020e-06,3.2655067736e-08,1.1489387203e-02,1
5985.0339,2.4620001876e-01,2.4619275531e-01,7.3924024779e-06,-1.2894932562e-07,1.1487882279e-02,1
5986.0339,2.4616457339e-01,2.4615742304e-01,7.3910047379e-06,-2.4065455177e-07,1.1486147430e-02,1
5987.0339,2.4612428809e-01,2.4611714450e-01,7.3896094392e-06,-2.4601699782e-07,1.1484182734e-02,1
5988.0339,2.4607919315e-01,2.4607191907e-01,7.3882166407e-06,-1.1413495749e-07,1.1481988271e-02,1
5989.0339,2.4602924986e-01,2.4602174622e-01,7.3868264019e-06,1.1681693211e-07,1.1479564127e-02,1
5990.0339,2.4597438506e-01,2.4596662552e-01,7.3854387835e-06,3.7410573299e-07,1.1476910393e-02,1
5991.0339,2.4591453904e-01,2.4590655664e-01,7.3840538472e-06,5.9834972693e-07,1.1474027162e-02,1
5992.0339,2.4584963309e-01,2.4584153936e-01,7.3826716555e-06,7.1106192971e-07,1.1470914534e-02,1
5993.0339,2.4577959845e-01,2.4577157354e-01,7.3812922716e-06,6.4362043077e-07,1.1467572614e-02,1
5994.0339,2.4570445229e-01,2.4569665916e-01,7.3799157594e-06,4.1321794105e-07,1.1464001509e-02,1
5995.0339,2.4562427864e-01,2.4561679629e-01,7.3785421833e-06,1.0380650792e-07,1.1460201333e-02,1
5996.0339,2.4553916261e-01,2.4553198509e-01,7.3771716083e-06,-1.9965192577e-07,1.1456172203e-02,1
5997.0339,2.4544915797e-01,2.4544222584e-01,7.3758040995e-06,-4.4368007810e-07,1.1451914242e-02,1
5998.0339,2.4535429357e-01,2.4534751891e-01,7.3744397229e-06,-5.9978157036e-07,1.1447427577e-02,1
5999.0339,2.4525455766e-01,2.4524786477e-01,7.3730785450e-06,-6.8018646278e-07,1.1442712338e-02,1
6000.0339,2.4514991860e-01,2.4514326398e-01,7.3717206326e-06,-7.1710192980e-07,1.1437768661e-02,1
6001.0339,2.4504035654e-01,2.4503371722e-01,7.3703660532e-06,-7.3103793683e-07,1.1432596688e-02,1
6002.0339,2.4492586375e-01,2.4491922525e-01,7.3690148745e-06,-7.3051951609e-07,1.1427196563e-02,1
6003.0340,2.4480641808e-01,2.4479978895e-01,7.3676671650e-06,-7.3853367899e-07,1.1421568436e-02,1
6004.0340,2.4468199724e-01,2.4467540928e-01,7.3663229934e-06,-7.7836692398e-07,1.1415712461e-02,1
6005.0340,2.4455261591e-01,2.4454608732e-01,7.3649824287e-06,-8.3639107759e-07,1.1409628796e-02,1
6006.0340,2.4441829732e-01,2.4441182423e-01,7.3636455405e-06,-8.9056282629e-07,1.1403317606e-02,1
6007.0340,2.4427905538e-01,2.4427262129e-01,7.3623123991e-06,-9.2821405889e-07,1.1396779057e-02,1
6008.0340,2.4413491449e-01,2.4412847985e-01,7.3609830751e-06,-9.2634673870e-07,1.1390013322e-02,1
6009.0340,2.4398589588e-01,2.4397940139e-01,7.3596576399e-06,-8.6516863013e-07,1.1383020578e-02,1
6010.0340,2.4383200756e-01,2.4382538749e-01,7.3583361655e-06,-7.3826608656e-07,1.1375801007e-02,1
6011.0340,2.4367323043e-01,2.4366643980e-01,7.3570187249e-06,-5.6638566229e-07,1.1368354793e-02,1
6012.0340,2.4350954320e-01,2.4350256010e-01,7.3557053919e-06,-3.7260596217e-07,1.1360682128e-02,1
6013.0340,2.4334096000e-01,2.4333375025e-01,7.3543962410e-06,-1.4464670328e-07,1.1352783207e-02,1
6014.0340,2.4316751431e-01,2.4316001224e-01,7.3530913475e-06,1.4898367808e-07,1.1344658228e-02,1
6015.0340,2.4298921740e-01,2.4298134811e-01,7.3517907873e-06,5.1750140712e-07,1.1336307396e-02,1
6016.0340,2.4280602753e-01,2.4279776005e-01,7.3504946372e-06,9.1699031744e-07,1.1327730920e-02,1
6017.0340,2.4261787630e-01,2.4260925032e-01,7.3492029749e-06,1.2767833715e-06,1.1318929012e-02,1
6018.0340,2.4242469382e-01,2.4241582128e-01,7.3479158791e-06,1.5246188544e-06,1.1309901889e-02,1
6019.0340,2.4222640745e-01,2.4221747542e-01,7.3466334293e-06,1.5853979623e-06,1.1300649773e-02,1
6020.0340,2.4202295463e-01,2.4201421529e-01,7.3453557059e-06,1.3939874018e-06,1.1291172892e-02,1
6021.0341,2.4181433087e-01,2.4180604356e-01,7.3440827905e-06,9.4322316967e-07,1.1281471475e-02,1
6022.0341,2.4160060913e-01,2.4159296301e-01,7.3428147655e-06,3.0330836844e-07,1.1271545758e-02,1
6023.0341,2.4138190683e-01,2.4137497650e-01,7.3415517144e-06,-4.1121631567e-07,1.1261395981e-02,1
6024.0341,2.4115835050e-01,2.4115208699e-01,7.3402937218e-06,-1.0767823182e-06,1.1251022387e-02,1
6025.0341,2.4093004005e-01,2.4092429755e-01,7.3390408733e-06,-1.5965375266e-06,1.1240425227e-02,1
6026.0341,2.4069702683e-01,2.4069161135e-01,7.3377932555e-06,-1.9223109270e-06,1.1229604752e-02,1
6027.0341,2.4045931676e-01,2.4045403166e-01,7.3365509559e-06,-2.0514534179e-06,1.1218561220e-02,1
6028.0341,2.4021690424e-01,2.4021156184e-01,7.3353140634e-06,-1.9929188582e-06,1.1207294893e-02,1
6029.0341,2.3996978362e-01,2.3996420536e-01,7.3340826676e-06,-1.7558214467e-06,1.1195806038e-02,1
6030.0341,2.3971793674e-01,2.3971196577e-01,7.3328568593e-06,-1.3618858707e-06,1.1184094926e-02,1
6031.0341,2.3946131340e-01,2.3945484676e-01,7.3316367297e-06,-8.6499050090e-07,1.1172161831e-02,1
6032.0341,2.3919981827e-01,2.3919285207e-01,7.3304223706e-06,-3.6421862421e-07,1.1160007033e-02,1
6033.0341,2.3893337704e-01,2.3892598557e-01,7.3292138742e-06,6.2253102097e-08,1.1147630817e-02,1
6034.0341,2.3866198969e-01,2.3865425123e-01,7.3280113324e-06,4.1044691251e-07,1.1135033470e-02,1
6035.0341,2.3838570078e-01,2.3837765311e-01,7.3268148373e-06,7.2085431632e-07,1.1122215286e-02,1
6036.0341,2.3810455604e-01,2.3809619536e-01,7.3256244807e-06,1.0350574810e-06,1.1109176562e-02,1
6037.0341,2.3781857113e-01,2.3780988225e-01,7.3244403544e-06,1.3644456494e-06,1.1095917599e-02,1
6038.0341,2.3752772455e-01,2.3751871813e-01,7.3232625499e-06,1.6831590646e-06,1.1082438703e-02,1
6039.0342,2.3723196566e-01,2.3722270747e-01,7.3220911588e-06,1.9360962185e-06,1.1068740185e-02,1
6040.0342,2.3693125559e-01,2.3692185482e-01,7.3209262726e-06,2.0798455145e-06,1.1054822360e-02,1
6041.0342,2.3662556504e-01,2.3661616484e-01,7.3197679823e-06,2.0804302243e-06,1.1040685545e-02,1
6042.0342,2.3631487558e-01,2.3630564228e-01,7.3186163786e-06,1.9146805599e-06,1.1026330065e-02,1
6043.0342,2.3599921696e-01,2.3599029200e-01,7.3174715516e-06,1.6074948099e-06,1.1011756247e-02,1
6044.0342,2.3567865947e-01,2.3567011894e-01,7.3163335910e-06,1.2241916046e-06,1.0996964423e-02,1
6045.0342,2.3535329956e-01,2.3534512817e-01,7.3152025857e-06,8.5619272066e-07,1.0981954930e-02,1
6046.0342,2.3502324754e-01,2.3501532482e-01,7.3140786245e-06,6.0864450315e-07,1.0966728108e-02,1
6047.0342,2.3468859352e-01,2.3468071415e-01,7.3129617955e-06,5.6640778461e-07,1.0951284302e-02,1
6048.0342,2.3434935471e-01,2.3434130150e-01,7.3118521869e-06,7.4135914788e-07,1.0935623862e-02,1
6049.0342,2.3400544280e-01,2.3399709232e-01,7.3107498864e-06,1.0397255618e-06,1.0919747140e-02,1
6050.0342,2.3365671208e-01,2.3364809215e-01,7.3096549812e-06,1.3102723035e-06,1.0903654494e-02,1
6051.0342,2.3330305576e-01,2.3329430663e-01,7.3085675584e-06,1.4405566015e-06,1.0887346287e-02,1
6052.0342,2.3294445341e-01,2.3293574151e-01,7.3074877046e-06,1.4044130300e-06,1.0870822885e-02,1
6053.0342,2.3258095161e-01,2.3257240261e-01,7.3064155061e-06,1.2425769164e-06,1.0854084659e-02,1
6054.0342,2.3221261731e-01,2.3220429588e-01,7.3053510493e-06,1.0160782409e-06,1.0837131982e-02,1
6055.0342,2.3183948943e-01,2.3183142734e-01,7.3042944201e-06,7.5779395497e-07,1.0819965235e-02,1
6056.0343,2.3146158791e-01,2.3145380314e-01,7.3032457045e-06,4.8153273699e-07,1.0802584800e-02,1
6057.0343,2.3107894622e-01,2.3107142948e-01,7.3022049878e-06,2.1453435045e-07,1.0784991066e-02,1
6058.0343,2.3069162511e-01,2.3068431271e-01,7.3011723551e-06,1.1230806382e-08,1.0767184423e-02,1
6059.0343,2.3029970500e-01,2.3029245924e-01,7.3001478911e-06,-5.4391470718e-08,1.0749165267e-02,1
6060.0343,2.2990327598e-01,2.2989587560e-01,7.2991316797e-06,1.0125179958e-07,1.0730934000e-02,1
6061.0343,2.2950237750e-01,2.2949456840e-01,7.2981238045e-06,5.1097638415e-07,1.0712491024e-02,1
6062.0343,2.2909690613e-01,2.2908854436e-01,7.2971243479e-06,1.0646406610e-06,1.0693836748e-02,1
6063.0343,2.2868663461e-01,2.2867781029e-01,7.2961333920e-06,1.5281912009e-06,1.0674971586e-02,1
6064.0343,2.2827133330e-01,2.2826237309e-01,7.2951510182e-06,1.6650549517e-06,1.0655895954e-02,1
6065.0343,2.2785092171e-01,2.2784223978e-01,7.2941773072e-06,1.3877522182e-06,1.0636610272e-02,1
6066.0343,2.2742551507e-01,2.2741741746e-01,7.2932123396e-06,8.0439766791e-07,1.0617114966e-02,1
6067.0343,2.2699535721e-01,2.2698791332e-01,7.2922561950e-06,1.5163372822e-07,1.0597410465e-02,1
6068.0343,2.2656068162e-01,2.2655373465e-01,7.2913089526e-06,-3.4434634548e-07,1.0577497203e-02,1
6069.0343,2.2612157096e-01,2.2611488886e-01,7.2903706906e-06,-6.0826984853e-07,1.0557375616e-02,1
6070.0343,2.2567796863e-01,2.2567138343e-01,7.2894414866e-06,-7.0424027254e-07,1.0537046147e-02,1
6071.0343,2.2522980654e-01,2.2522322594e-01,7.2885214177e-06,-7.0792609759e-07,1.0516509241e-02,1
6072.0343,2.2477705988e-01,2.2477042407e-01,7.2876105602e-06,-6.5179990233e-07,1.0495765347e-02,1
6073.0343,2.2431974221e-01,2.2431298560e-01,7.2867089901e-06,-5.3009339743e-07,1.0474814920e-02,1
6074.0344,2.2385787245e-01,2.2385091839e-01,7.2858167827e-06,-3.3176135573e-07,1.0453658418e-02,1
6075.0344,2.2339144761e-01,2.2338423042e-01,7.2849340130e-06,-6.7747961072e-08,1.0432296301e-02,1
6076.0344,2.2292042986e-01,2.2291292975e-01,7.2840607554e-06,2.1605455445e-07,1.0410729037e-02,1
6077.0344,2.2244477621e-01,2.2243702453e-01,7.2831970845e-06,4.6848702065e-07,1.0388957095e-02,1
6078.0344,2.2196447938e-01,2.2195652301e-01,7.2823430746e-06,6.7402835523e-07,1.0366980949e-02,1
6079.0344,2.2147956262e-01,2.2147143355e-01,7.2814988003e-06,8.4757219141e-07,1.0344801077e-02,1
6080.0344,2.2099007507e-01,2.2098176459e-01,7.2806643360e-06,1.0298209339e-06,1.0322417962e-02,1
6081.0344,2.2049606074e-01,2.2048752465e-01,7.2798397567e-06,1.2562537043e-06,1.0299832088e-02,1
6082.0344,2.1999746963e-01,2.1998872238e-01,7.2790251372e-06,1.4682212290e-06,1.0277043947e-02,1
6083.0344,2.1949418416e-01,2.1948536650e-01,7.2782205524e-06,1.5394397514e-06,1.0254054033e-02,1
6084.0344,2.1898613107e-01,2.1897746583e-01,7.2774260772e-06,1.3878159116e-06,1.0230862842e-02,1
6085.0344,2.1847334420e-01,2.1846502928e-01,7.2766417862e-06,1.0382751129e-06,1.0207470877e-02,1
6086.0344,2.1795594345e-01,2.1794806587e-01,7.2758677538e-06,6.0171202050e-07,1.0183878645e-02,1
6087.0344,2.1743407456e-01,2.1742658469e-01,7.2751040535e-06,2.1476729165e-07,1.0160086653e-02,1
6088.0344,2.1690779281e-01,2.1690059494e-01,7.2743507580e-06,-7.6477820714e-08,1.0136095418e-02,1
6089.0344,2.1637706755e-01,2.1637010590e-01,7.2736079393e-06,-3.1195928906e-07,1.0111905454e-02,1
6090.0344,2.1584190238e-01,2.1583512697e-01,7.2728756688e-06,-4.9746501330e-07,1.0087517286e-02,1
6091.0344,2.1530234707e-01,2.1529566762e-01,7.2721540178e-06,-5.9269852183e-07,1.0062931437e-02,1
6092.0345,2.1475844795e-01,2.1475173741e-01,7.2714430571e-06,-5.6090033609e-07,1.0038148436e-02,1
6093.0345,2.1421023052e-01,2.1420334601e-01,7.2707428575e-06,-3.8623059140e-07,1.0013168818e-02,1
6094.0345,2.1365769447e-01,2.1365050317e-01,7.2700534891e-06,-7.8756718504e-08,9.9879931184e-03,1
6095.0345,2.1310078742e-01,2.1309321874e-01,7.2693750218e-06,2.9931420236e-07,9.9626218786e-03,1
6096.0345,2.1253941764e-01,2.1253150265e-01,7.2687075248e-06,6.4628695720e-07,9.9370556431e-03,1
6097.0345,2.1197353806e-01,2.1196536494e-01,7.2680510665e-06,9.0506649064e-07,9.9112949602e-03,1
6098.0345,2.1140316100e-01,2.1139481573e-01,7.2674057148e-06,1.0778647365e-06,9.8853403822e-03,1
6099.0345,2.1082831153e-01,2.1081986524e-01,7.2667715370e-06,1.1795170070e-06,9.8591924651e-03,1
6100.0345,2.1024900932e-01,2.1024052377e-01,7.2661485998e-06,1.2194024581e-06,9.8328517687e-03,1
6101.0345,2.0966528356e-01,2.0965680171e-01,7.2655369693e-06,1.2163155093e-06,9.8063188565e-03,1
6102.0345,2.0907716403e-01,2.0906870957e-01,7.2649367114e-06,1.1895251999e-06,9.7795942959e-03,1
6103.0345,2.0848464344e-01,2.0847625791e-01,7.2643478913e-06,1.1211857740e-06,9.7526786579e-03,1
6104.0345,2.0788769504e-01,2.0787945741e-01,7.2637705740e-06,9.7385204780e-07,9.7255725172e-03,1
6105.0345,2.0728632390e-01,2.0727831884e-01,7.2632048238e-06,7.4185683707e-07,9.6982764525e-03,1
6106.0345,2.0668057513e-01,2.0667285303e-01,7.2626507046e-06,4.5944270278e-07,9.6707910459e-03,1
6107.0345,2.0607051717e-01,2.0606307095e-01,7.2621082797e-06,1.8411358835e-07,9.6431168834e-03,1
6108.0345,2.0545621122e-01,2.0544898360e-01,7.2615776119e-06,-3.3964713540e-08,9.6152545545e-03,1
6109.0346,2.0483771252e-01,2.0483060213e-01,7.2610587638e-06,-1.5067430553e-07,9.5872046524e-03,1
6110.0346,2.0421505779e-01,2.0420793774e-01,7.2605517973e-06,-1.4050444349e-07,9.5589677742e-03,1
6111.0346,2.0358824949e-01,2.0358100174e-01,7.2600567741e-06,-1.2302587761e-08,9.5305445204e-03,1
6112.0346,2.0295724299e-01,2.0294980551e-01,7.2595737550e-06,1.7791578130e-07,9.5019354951e-03,1
6113.0346,2.0232194783e-01,2.0231436053e-01,7.2591028000e-06,3.2819879272e-07,9.4731413062e-03,1
6114.0346,2.0168227339e-01,2.0167467837e-01,7.2586439687e-06,3.3636925248e-07,9.4441625651e-03,1
6115.0346,2.0103821876e-01,2.0103077070e-01,7.2581973193e-06,1.8986169393e-07,9.4149998868e-03,1
6116.0346,2.0038989594e-01,2.0038264925e-01,7.2577629091e-06,-1.1067445466e-08,9.3856538900e-03,1
6117.0346,1.9973741284e-01,1.9973032586e-01,7.2573407942e-06,-1.7035891943e-07,9.3561251967e-03,1
6118.0346,1.9908081640e-01,1.9907381245e-01,7.2569310293e-06,-2.5297694017e-07,9.3264144327e-03,1
6119.0346,1.9842012860e-01,1.9841312104e-01,7.2565336685e-06,-2.4896571247e-07,9.2965222273e-03,1
